Timestamp,Raw,Attention,Meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
2022-03-09T20:57:00.448887,568,53,35,2604543,1458020,27365,67165,191053,183476,33283,25684
2022-03-09T20:57:00.960828,186,53,35,2604543,1458020,27365,67165,191053,183476,33283,25684
2022-03-09T20:57:01.472768,28,30,4,1194584,1223777,18836,79224,148235,113955,9511,3400
2022-03-09T20:57:01.984708,169,30,4,1194584,1223777,18836,79224,148235,113955,9511,3400
2022-03-09T20:57:02.496648,449,38,20,481085,161834,76280,95753,181515,119553,35574,6992
2022-03-09T20:57:03.008588,380,38,20,481085,161834,76280,95753,181515,119553,35574,6992
2022-03-09T20:57:03.520528,217,38,20,453177,75792,34823,45181,33055,46499,16419,15068
2022-03-09T20:57:04.032468,188,38,20,453177,75792,34823,45181,33055,46499,16419,15068
2022-03-09T20:57:04.544408,71,50,13,1817105,1113718,197286,136205,168535,439433,81832,15788
2022-03-09T20:57:05.056347,386,50,13,1817105,1113718,197286,136205,168535,439433,81832,15788
2022-03-09T20:57:05.568287,290,63,44,874512,46751,22299,62744,47559,45252,13738,2159
2022-03-09T20:57:06.080228,201,63,44,874512,46751,22299,62744,47559,45252,13738,2159
2022-03-09T20:57:06.592167,34,84,70,480972,165795,149147,127069,100605,191538,23506,3840
2022-03-09T20:57:07.104108,-81,84,70,480972,165795,149147,127069,100605,191538,23506,3840
2022-03-09T20:57:07.616048,498,80,67,1061336,69438,6234,28763,30468,26842,7524,531
2022-03-09T20:57:08.127988,409,80,67,1061336,69438,6234,28763,30468,26842,7524,531
2022-03-09T20:57:08.639928,241,77,66,2592552,1031513,150353,96492,209130,280334,92312,28054
2022-03-09T20:57:09.151869,112,77,66,2592552,1031513,150353,96492,209130,280334,92312,28054
2022-03-09T20:57:09.663808,102,64,41,2550096,1642762,71720,91245,229042,219831,41680,21374
2022-03-09T20:57:10.175749,453,64,41,2550096,1642762,71720,91245,229042,219831,41680,21374
2022-03-09T20:57:10.687689,377,56,43,585411,146243,67935,240611,194497,99633,26973,5408
2022-03-09T20:57:11.199628,105,56,43,585411,146243,67935,240611,194497,99633,26973,5408
2022-03-09T20:57:11.711569,93,60,44,382898,43218,17276,19532,51885,27632,3934,963
2022-03-09T20:57:12.223509,39,60,44,382898,43218,17276,19532,51885,27632,3934,963
2022-03-09T20:57:12.735449,420,37,60,835408,209478,117559,50182,35772,13932,3228,2286
2022-03-09T20:57:13.247389,315,37,60,835408,209478,117559,50182,35772,13932,3228,2286
2022-03-09T20:57:13.759329,74,47,77,1212305,32567,15992,3345,21491,13619,3587,1333
2022-03-09T20:57:14.271269,80,47,77,1212305,32567,15992,3345,21491,13619,3587,1333
2022-03-09T20:57:14.783208,114,34,75,1090576,141789,45346,93776,65955,24600,16057,8991
2022-03-09T20:57:15.295149,380,34,81,318123,166982,82306,130134,119478,129162,23921,5623
2022-03-09T20:57:15.807089,483,34,81,318123,166982,82306,130134,119478,129162,23921,5623
2022-03-09T20:57:16.319029,161,48,66,1043185,157869,18799,14868,31202,20852,7707,2747
2022-03-09T20:57:16.830969,57,48,66,1043185,157869,18799,14868,31202,20852,7707,2747
2022-03-09T20:57:17.342909,230,48,69,2053026,419917,63665,271666,297982,193203,76671,46942
2022-03-09T20:57:17.854850,467,48,69,2053026,419917,63665,271666,297982,193203,76671,46942
2022-03-09T20:57:18.366789,369,56,63,1159527,696767,304426,105138,233610,191067,202304,57089
2022-03-09T20:57:18.878729,-3,56,63,1159527,696767,304426,105138,233610,191067,202304,57089
2022-03-09T20:57:19.390670,-213,56,63,641163,61079,10427,21377,13696,10084,1551,875
2022-03-09T20:57:19.902610,-8,56,63,641163,61079,10427,21377,13696,10084,1551,875
2022-03-09T20:57:20.414549,359,53,60,1292272,189427,65787,84094,67442,98266,11586,3865
2022-03-09T20:57:20.926489,404,53,60,1292272,189427,65787,84094,67442,98266,11586,3865
2022-03-09T20:57:21.438429,349,63,80,1112977,10232,10324,19560,12778,9859,2118,1456
2022-03-09T20:57:21.950370,45,63,80,1112977,10232,10324,19560,12778,9859,2118,1456
2022-03-09T20:57:22.462310,209,64,75,3342095,632756,202686,109238,435631,258539,93969,32402
2022-03-09T20:57:22.974250,585,64,75,3342095,632756,202686,109238,435631,258539,93969,32402
2022-03-09T20:57:23.486190,509,77,63,2487022,147718,28573,12513,45630,72335,33631,4477
2022-03-09T20:57:23.998130,11,77,63,2487022,147718,28573,12513,45630,72335,33631,4477
2022-03-09T20:57:24.510070,44,84,53,1284675,472144,126614,124424,478999,417094,52470,34895
2022-03-09T20:57:25.022010,29,84,53,1284675,472144,126614,124424,478999,417094,52470,34895
2022-03-09T20:57:25.533950,476,90,44,757652,114875,40670,77566,74757,90534,18345,10542
2022-03-09T20:57:26.045890,419,90,44,757652,114875,40670,77566,74757,90534,18345,10542
2022-03-09T20:57:26.557830,106,80,51,1434982,358820,167735,62995,126416,73010,16611,5964
2022-03-09T20:57:27.069770,-150,80,51,1434982,358820,167735,62995,126416,73010,16611,5964
2022-03-09T20:57:27.581710,133,75,57,2272924,158777,40670,22712,31863,58699,13917,8222
2022-03-09T20:57:28.093651,516,75,57,2272924,158777,40670,22712,31863,58699,13917,8222
2022-03-09T20:57:28.605591,458,60,74,407314,70815,49238,23414,20628,25311,3591,1331
2022-03-09T20:57:29.117530,91,60,74,407314,70815,49238,23414,20628,25311,3591,1331
2022-03-09T20:57:29.629470,34,66,66,906987,197152,86307,63343,164120,224185,14454,5327
2022-03-09T20:57:30.141410,136,66,66,906987,197152,86307,63343,164120,224185,14454,5327
2022-03-09T20:57:30.653350,396,81,60,244926,15130,4897,2671,8521,8949,1131,215
2022-03-09T20:57:31.165291,212,81,60,244926,15130,4897,2671,8521,8949,1131,215
2022-03-09T20:57:31.677231,196,77,56,1101260,296671,31122,52311,31729,65122,13167,4622
2022-03-09T20:57:32.189171,101,77,56,1101260,296671,31122,52311,31729,65122,13167,4622
2022-03-09T20:57:32.701111,154,81,44,1643324,185054,36706,35162,51174,61708,7628,6739
2022-03-09T20:57:33.213051,476,81,44,1643324,185054,36706,35162,51174,61708,7628,6739
2022-03-09T20:57:33.724991,468,64,44,51802,87089,20572,24433,52732,26482,4407,1320
2022-03-09T20:57:34.236931,179,64,44,51802,87089,20572,24433,52732,26482,4407,1320
2022-03-09T20:57:34.748871,5,54,61,747003,35971,25903,50449,37096,22387,5573,2436
2022-03-09T20:57:35.260812,148,54,61,747003,35971,25903,50449,37096,22387,5573,2436
2022-03-09T20:57:35.772751,454,54,61,516214,340401,85972,53536,105415,184102,138041,10750
2022-03-09T20:57:36.284691,105,50,63,705435,622113,137333,53883,36254,99311,15506,5088
2022-03-09T20:57:36.796631,161,50,63,705435,622113,137333,53883,36254,99311,15506,5088
2022-03-09T20:57:37.308571,214,54,70,793922,98241,26597,78333,62989,79545,8157,3927
2022-03-09T20:57:37.820511,195,54,70,793922,98241,26597,78333,62989,79545,8157,3927
