Timestamp,Raw,Attention,Meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
2022-03-09T13:04:43.695335,-83,37,38,924142,248242,44881,55213,48543,37594,9166,3430
,,,,,,,,,,,
2022-03-09T13:04:44.207275,-73,37,38,924142,248242,44881,55213,48543,37594,9166,3430
,,,,,,,,,,,
2022-03-09T13:04:44.719215,181,41,61,1913576,203459,196930,140697,253510,145827,26559,3713
,,,,,,,,,,,
2022-03-09T13:04:45.231156,473,41,61,1913576,203459,196930,140697,253510,145827,26559,3713
,,,,,,,,,,,
2022-03-09T13:04:45.743096,596,80,54,1178730,25482,1154,11566,11728,23477,6266,1742
,,,,,,,,,,,
2022-03-09T13:04:46.255036,86,80,54,1178730,25482,1154,11566,11728,23477,6266,1742
,,,,,,,,,,,
2022-03-09T13:04:46.766976,273,94,60,1210358,124918,26681,10690,53793,60854,16735,10125
,,,,,,,,,,,
2022-03-09T13:04:47.278916,134,94,60,1210358,124918,26681,10690,53793,60854,16735,10125
,,,,,,,,,,,
2022-03-09T13:04:47.790856,597,83,61,2101506,1788839,649460,244869,261269,710153,100438,38495
,,,,,,,,,,,
2022-03-09T13:04:48.302797,475,83,61,2101506,1788839,649460,244869,261269,710153,100438,38495
,,,,,,,,,,,
2022-03-09T13:04:48.814736,-27,83,48,1283186,356618,29539,62412,80246,98727,12878,13005
,,,,,,,,,,,
2022-03-09T13:04:49.326676,35,83,48,1283186,356618,29539,62412,80246,98727,12878,13005
,,,,,,,,,,,
2022-03-09T13:04:49.838616,23,60,50,1020539,614560,139177,66438,67004,100017,30629,10994
,,,,,,,,,,,
2022-03-09T13:04:50.350557,456,60,50,1020539,614560,139177,66438,67004,100017,30629,10994
,,,,,,,,,,,
2022-03-09T13:04:50.862497,517,60,50,644680,76721,13382,26727,10184,12686,2306,1719
,,,,,,,,,,,
2022-03-09T13:04:51.374437,161,60,50,644680,76721,13382,26727,10184,12686,2306,1719
,,,,,,,,,,,
2022-03-09T13:04:51.886377,38,66,40,378369,241230,13008,20956,94459,184457,19650,5448
,,,,,,,,,,,
2022-03-09T13:04:52.398317,194,66,40,378369,241230,13008,20956,94459,184457,19650,5448
,,,,,,,,,,,
2022-03-09T13:04:52.910257,491,69,41,2620710,135436,76312,42789,110788,83288,17856,7790
,,,,,,,,,,,
2022-03-09T13:04:53.422197,476,69,41,2620710,135436,76312,42789,110788,83288,17856,7790
,,,,,,,,,,,
2022-03-09T13:04:53.934136,80,56,44,20111,161768,14501,38162,31362,20150,3226,686
,,,,,,,,,,,
2022-03-09T13:04:54.446077,144,56,44,20111,161768,14501,38162,31362,20150,3226,686
,,,,,,,,,,,
2022-03-09T13:04:54.958017,136,69,44,638056,39137,11664,4891,14280,17367,7669,945
,,,,,,,,,,,
2022-03-09T13:04:55.469956,547,69,44,638056,39137,11664,4891,14280,17367,7669,945
,,,,,,,,,,,
2022-03-09T13:04:55.981897,420,47,64,775453,294659,167317,15847,36590,64819,7020,4951
,,,,,,,,,,,
2022-03-09T13:04:56.493837,-11,47,64,775453,294659,167317,15847,36590,64819,7020,4951
,,,,,,,,,,,
2022-03-09T13:04:57.005777,214,50,61,146309,70184,11493,21097,36620,37797,2858,1389
,,,,,,,,,,,
2022-03-09T13:04:57.517717,-51,83,63,1567263,103341,60264,60257,94017,211124,17086,3393
,,,,,,,,,,,
2022-03-09T13:04:58.029658,400,83,63,1567263,103341,60264,60257,94017,211124,17086,3393
,,,,,,,,,,,
2022-03-09T13:04:58.541598,773,77,67,1283765,1438020,247219,1005869,1201595,596293,77068,13383
,,,,,,,,,,,
2022-03-09T13:04:59.053538,69,77,67,1283765,1438020,247219,1005869,1201595,596293,77068,13383
,,,,,,,,,,,
2022-03-09T13:04:59.565478,152,75,60,614001,84538,8854,19361,23423,14917,4234,1238
,,,,,,,,,,,
2022-03-09T13:05:00.077417,-44,75,60,614001,84538,8854,19361,23423,14917,4234,1238
,,,,,,,,,,,
2022-03-09T13:05:00.589358,406,61,51,1885104,1532773,24210,211692,340253,274575,67842,42980
,,,,,,,,,,,
2022-03-09T13:05:01.101298,449,61,51,1885104,1532773,24210,211692,340253,274575,67842,42980
,,,,,,,,,,,
2022-03-09T13:05:01.613238,-22,43,50,231925,14981,1259,6369,5826,6162,2002,303
,,,,,,,,,,,
2022-03-09T13:05:02.125178,163,43,50,231925,14981,1259,6369,5826,6162,2002,303
,,,,,,,,,,,
2022-03-09T13:05:02.637117,107,50,48,624398,17379,13539,11859,50636,15015,5103,1050
,,,,,,,,,,,
2022-03-09T13:05:03.149058,387,50,48,624398,17379,13539,11859,50636,15015,5103,1050
,,,,,,,,,,,
2022-03-09T13:05:03.660998,491,48,47,1944715,335077,41208,38459,37136,50043,53075,5496
,,,,,,,,,,,
2022-03-09T13:05:04.172938,-94,48,47,1944715,335077,41208,38459,37136,50043,53075,5496
,,,,,,,,,,,
2022-03-09T13:05:04.684878,8,51,64,1738263,356374,37443,327470,86482,147679,26112,12531
,,,,,,,,,,,
2022-03-09T13:05:05.196818,152,51,64,1738263,356374,37443,327470,86482,147679,26112,12531
,,,,,,,,,,,
2022-03-09T13:05:05.708759,198,51,64,1609570,311860,202472,73072,60979,38178,7993,2280
,,,,,,,,,,,
